"","Key","Anno","Mese","P1","P2","Total"
"4193","Zona_21-Area_59-Sottoarea_122",2015,5,79,36,115
"4194","Zona_21-Area_59-Sottoarea_122",2015,6,80,35,115
"4195","Zona_21-Area_59-Sottoarea_122",2015,7,76,34,110
"4196","Zona_21-Area_59-Sottoarea_122",2015,8,60,22,82
"4197","Zona_21-Area_59-Sottoarea_122",2015,9,83,31,114
"4198","Zona_21-Area_59-Sottoarea_122",2015,10,94,38,132
"4199","Zona_21-Area_59-Sottoarea_122",2015,11,77,35,112
"4200","Zona_21-Area_59-Sottoarea_122",2015,12,71,31,102
"4201","Zona_21-Area_59-Sottoarea_122",2016,1,74,26,100
"4202","Zona_21-Area_59-Sottoarea_122",2016,2,85,48,133
"4203","Zona_21-Area_59-Sottoarea_122",2016,3,87,53,140
"4204","Zona_21-Area_59-Sottoarea_122",2016,4,83,56,139
"4205","Zona_21-Area_59-Sottoarea_122",2016,5,50,42,92
"4206","Zona_21-Area_59-Sottoarea_122",2016,6,0,0,0
"4207","Zona_21-Area_59-Sottoarea_122",2016,7,0,0,0
"4208","Zona_21-Area_59-Sottoarea_122",2016,8,0,0,0
"4209","Zona_21-Area_59-Sottoarea_122",2016,9,0,0,0
"4210","Zona_21-Area_59-Sottoarea_122",2016,10,0,0,0
"4211","Zona_21-Area_59-Sottoarea_122",2016,11,0,0,0
"4212","Zona_21-Area_59-Sottoarea_122",2016,12,0,0,0
"4213","Zona_22-Area_68-Sottoarea_11",2014,1,117,38,155
"4214","Zona_22-Area_68-Sottoarea_11",2014,2,117,42,159
"4215","Zona_22-Area_68-Sottoarea_11",2014,3,87,28,115
"4216","Zona_22-Area_68-Sottoarea_11",2014,4,112,40,152
"4217","Zona_22-Area_68-Sottoarea_11",2014,5,106,40,146
"4218","Zona_22-Area_68-Sottoarea_11",2014,6,101,32,133
"4219","Zona_22-Area_68-Sottoarea_11",2014,7,105,35,140
"4220","Zona_22-Area_68-Sottoarea_11",2014,8,84,26,110
"4221","Zona_22-Area_68-Sottoarea_11",2014,9,108,35,143
"4222","Zona_22-Area_68-Sottoarea_11",2014,10,130,51,181
"4223","Zona_22-Area_68-Sottoarea_11",2014,11,131,48,179
"4224","Zona_22-Area_68-Sottoarea_11",2014,12,103,53,156
"4225","Zona_22-Area_68-Sottoarea_11",2015,1,123,38,161
"4226","Zona_22-Area_68-Sottoarea_11",2015,2,112,42,154
"4227","Zona_22-Area_68-Sottoarea_11",2015,3,117,86,203
"4228","Zona_22-Area_68-Sottoarea_11",2015,4,112,66,178
"4229","Zona_22-Area_68-Sottoarea_11",2015,5,115,58,173
"4230","Zona_22-Area_68-Sottoarea_11",2015,6,106,42,148
"4231","Zona_22-Area_68-Sottoarea_11",2015,7,105,40,145
"4232","Zona_22-Area_68-Sottoarea_11",2015,8,61,29,90
"4233","Zona_22-Area_68-Sottoarea_11",2015,9,156,39,195
"4234","Zona_22-Area_68-Sottoarea_11",2015,10,129,52,181
"4235","Zona_22-Area_68-Sottoarea_11",2015,11,147,46,193
"4236","Zona_22-Area_68-Sottoarea_11",2015,12,120,40,160
"4237","Zona_22-Area_68-Sottoarea_11",2016,1,145,38,183
"4238","Zona_22-Area_68-Sottoarea_11",2016,2,129,41,170
"4239","Zona_22-Area_68-Sottoarea_11",2016,3,146,55,201
"4240","Zona_22-Area_68-Sottoarea_11",2016,4,128,41,169
"4241","Zona_22-Area_68-Sottoarea_11",2016,5,84,25,109
"4242","Zona_22-Area_68-Sottoarea_11",2016,6,0,0,0
"4243","Zona_22-Area_68-Sottoarea_11",2016,7,0,0,0
"4244","Zona_22-Area_68-Sottoarea_11",2016,8,0,0,0
"4245","Zona_22-Area_68-Sottoarea_11",2016,9,0,0,0
"4246","Zona_22-Area_68-Sottoarea_11",2016,10,0,0,0
"4247","Zona_22-Area_68-Sottoarea_11",2016,11,0,0,0
"4248","Zona_22-Area_68-Sottoarea_11",2016,12,0,0,0
"4249","Zona_22-Area_68-Sottoarea_12",2014,1,84,45,129
"4250","Zona_22-Area_68-Sottoarea_12",2014,2,96,46,142
"4251","Zona_22-Area_68-Sottoarea_12",2014,3,69,39,108
"4252","Zona_22-Area_68-Sottoarea_12",2014,4,86,48,134
"4253","Zona_22-Area_68-Sottoarea_12",2014,5,97,44,141
"4254","Zona_22-Area_68-Sottoarea_12",2014,6,81,37,118
"4255","Zona_22-Area_68-Sottoarea_12",2014,7,89,41,130
"4256","Zona_22-Area_68-Sottoarea_12",2014,8,76,27,103
"4257","Zona_22-Area_68-Sottoarea_12",2014,9,90,28,118
"4258","Zona_22-Area_68-Sottoarea_12",2014,10,102,48,150
"4259","Zona_22-Area_68-Sottoarea_12",2014,11,98,46,144
"4260","Zona_22-Area_68-Sottoarea_12",2014,12,82,42,124
"4261","Zona_22-Area_68-Sottoarea_12",2015,1,88,49,137
"4262","Zona_22-Area_68-Sottoarea_12",2015,2,99,55,154
"4263","Zona_22-Area_68-Sottoarea_12",2015,3,103,95,198
"4264","Zona_22-Area_68-Sottoarea_12",2015,4,94,89,183
"4265","Zona_22-Area_68-Sottoarea_12",2015,5,109,67,176
"4266","Zona_22-Area_68-Sottoarea_12",2015,6,79,64,143
"4267","Zona_22-Area_68-Sottoarea_12",2015,7,90,62,152
"4268","Zona_22-Area_68-Sottoarea_12",2015,8,59,44,103
"4269","Zona_22-Area_68-Sottoarea_12",2015,9,110,40,150
"4270","Zona_22-Area_68-Sottoarea_12",2015,10,98,64,162
"4271","Zona_22-Area_68-Sottoarea_12",2015,11,97,52,149
"4272","Zona_22-Area_68-Sottoarea_12",2015,12,89,45,134
"4273","Zona_22-Area_68-Sottoarea_12",2016,1,105,41,146
"4274","Zona_22-Area_68-Sottoarea_12",2016,2,107,55,162
"4275","Zona_22-Area_68-Sottoarea_12",2016,3,114,60,174
"4276","Zona_22-Area_68-Sottoarea_12",2016,4,92,51,143
"4277","Zona_22-Area_68-Sottoarea_12",2016,5,57,25,82
"4278","Zona_22-Area_68-Sottoarea_12",2016,6,0,0,0
"4279","Zona_22-Area_68-Sottoarea_12",2016,7,0,0,0
"4280","Zona_22-Area_68-Sottoarea_12",2016,8,0,0,0
"4281","Zona_22-Area_68-Sottoarea_12",2016,9,0,0,0
"4282","Zona_22-Area_68-Sottoarea_12",2016,10,0,0,0
"4283","Zona_22-Area_68-Sottoarea_12",2016,11,0,0,0
"4284","Zona_22-Area_68-Sottoarea_12",2016,12,0,0,0
"4285","Zona_22-Area_69-Sottoarea_132",2014,1,125,73,198
"4286","Zona_22-Area_69-Sottoarea_132",2014,2,157,43,200
"4287","Zona_22-Area_69-Sottoarea_132",2014,3,120,38,158
"4288","Zona_22-Area_69-Sottoarea_132",2014,4,159,50,209
"4289","Zona_22-Area_69-Sottoarea_132",2014,5,143,41,184
"4290","Zona_22-Area_69-Sottoarea_132",2014,6,144,40,184
"4291","Zona_22-Area_69-Sottoarea_132",2014,7,157,40,197
"4292","Zona_22-Area_69-Sottoarea_132",2014,8,105,23,128
"4293","Zona_22-Area_69-Sottoarea_132",2014,9,175,36,211
"4294","Zona_22-Area_69-Sottoarea_132",2014,10,196,46,242
"4295","Zona_22-Area_69-Sottoarea_132",2014,11,191,43,234
"4296","Zona_22-Area_69-Sottoarea_132",2014,12,129,43,172
"4297","Zona_22-Area_69-Sottoarea_132",2015,1,125,46,171
"4298","Zona_22-Area_69-Sottoarea_132",2015,2,144,57,201
"4299","Zona_22-Area_69-Sottoarea_132",2015,3,145,86,231
"4300","Zona_22-Area_69-Sottoarea_132",2015,4,132,64,196
"4301","Zona_22-Area_69-Sottoarea_132",2015,5,133,59,192
"4302","Zona_22-Area_69-Sottoarea_132",2015,6,135,51,186
"4303","Zona_22-Area_69-Sottoarea_132",2015,7,141,51,192
"4304","Zona_22-Area_69-Sottoarea_132",2015,8,88,32,120
"4305","Zona_22-Area_69-Sottoarea_132",2015,9,155,38,193
"4306","Zona_22-Area_69-Sottoarea_132",2015,10,177,52,229
"4307","Zona_22-Area_69-Sottoarea_132",2015,11,145,42,187
"4308","Zona_22-Area_69-Sottoarea_132",2015,12,123,43,166
"4309","Zona_22-Area_69-Sottoarea_132",2016,1,148,36,184
"4310","Zona_22-Area_69-Sottoarea_132",2016,2,157,48,205
"4311","Zona_22-Area_69-Sottoarea_132",2016,3,158,50,208
"4312","Zona_22-Area_69-Sottoarea_132",2016,4,140,72,212
"4313","Zona_22-Area_69-Sottoarea_132",2016,5,92,28,120
"4314","Zona_22-Area_69-Sottoarea_132",2016,6,0,0,0
"4315","Zona_22-Area_69-Sottoarea_132",2016,7,0,0,0
"4316","Zona_22-Area_69-Sottoarea_132",2016,8,0,0,0
"4317","Zona_22-Area_69-Sottoarea_132",2016,9,0,0,0
"4318","Zona_22-Area_69-Sottoarea_132",2016,10,0,0,0
"4319","Zona_22-Area_69-Sottoarea_132",2016,11,0,0,0
"4320","Zona_22-Area_69-Sottoarea_132",2016,12,0,0,0
"4321","Zona_22-Area_69-Sottoarea_133",2014,1,185,94,279
"4322","Zona_22-Area_69-Sottoarea_133",2014,2,224,61,285
"4323","Zona_22-Area_69-Sottoarea_133",2014,3,182,50,232
"4324","Zona_22-Area_69-Sottoarea_133",2014,4,226,62,288
"4325","Zona_22-Area_69-Sottoarea_133",2014,5,226,58,284
"4326","Zona_22-Area_69-Sottoarea_133",2014,6,216,49,265
"4327","Zona_22-Area_69-Sottoarea_133",2014,7,240,52,292
"4328","Zona_22-Area_69-Sottoarea_133",2014,8,140,36,176
"4329","Zona_22-Area_69-Sottoarea_133",2014,9,228,45,273
"4330","Zona_22-Area_69-Sottoarea_133",2014,10,305,70,375
"4331","Zona_22-Area_69-Sottoarea_133",2014,11,270,55,325
"4332","Zona_22-Area_69-Sottoarea_133",2014,12,188,65,253
"4333","Zona_22-Area_69-Sottoarea_133",2015,1,186,57,243
"4334","Zona_22-Area_69-Sottoarea_133",2015,2,217,86,303
"4335","Zona_22-Area_69-Sottoarea_133",2015,3,223,91,314
"4336","Zona_22-Area_69-Sottoarea_133",2015,4,206,90,296
"4337","Zona_22-Area_69-Sottoarea_133",2015,5,193,95,288
"4338","Zona_22-Area_69-Sottoarea_133",2015,6,191,66,257
"4339","Zona_22-Area_69-Sottoarea_133",2015,7,198,66,264
"4340","Zona_22-Area_69-Sottoarea_133",2015,8,118,41,159
"4341","Zona_22-Area_69-Sottoarea_133",2015,9,239,51,290
"4342","Zona_22-Area_69-Sottoarea_133",2015,10,243,72,315
"4343","Zona_22-Area_69-Sottoarea_133",2015,11,208,61,269
"4344","Zona_22-Area_69-Sottoarea_133",2015,12,192,54,246
"4345","Zona_22-Area_69-Sottoarea_133",2016,1,206,47,253
"4346","Zona_22-Area_69-Sottoarea_133",2016,2,208,54,262
"4347","Zona_22-Area_69-Sottoarea_133",2016,3,218,71,289
"4348","Zona_22-Area_69-Sottoarea_133",2016,4,181,92,273
"4349","Zona_22-Area_69-Sottoarea_133",2016,5,124,45,169
"4350","Zona_22-Area_69-Sottoarea_133",2016,6,0,0,0
"4351","Zona_22-Area_69-Sottoarea_133",2016,7,0,0,0
"4352","Zona_22-Area_69-Sottoarea_133",2016,8,0,0,0
"4353","Zona_22-Area_69-Sottoarea_133",2016,9,0,0,0
"4354","Zona_22-Area_69-Sottoarea_133",2016,10,0,0,0
"4355","Zona_22-Area_69-Sottoarea_133",2016,11,0,0,0
"4356","Zona_22-Area_69-Sottoarea_133",2016,12,0,0,0
"4357","Zona_22-Area_70-Sottoarea_134",2014,1,36,21,57
"4358","Zona_22-Area_70-Sottoarea_134",2014,2,35,23,58
"4359","Zona_22-Area_70-Sottoarea_134",2014,3,25,18,43
"4360","Zona_22-Area_70-Sottoarea_134",2014,4,36,22,58
"4361","Zona_22-Area_70-Sottoarea_134",2014,5,37,20,57
"4362","Zona_22-Area_70-Sottoarea_134",2014,6,32,18,50
"4363","Zona_22-Area_70-Sottoarea_134",2014,7,40,18,58
"4364","Zona_22-Area_70-Sottoarea_134",2014,8,25,17,42
"4365","Zona_22-Area_70-Sottoarea_134",2014,9,40,17,57
"4366","Zona_22-Area_70-Sottoarea_134",2014,10,53,24,77
"4367","Zona_22-Area_70-Sottoarea_134",2014,11,44,25,69
"4368","Zona_22-Area_70-Sottoarea_134",2014,12,35,19,54
"4369","Zona_22-Area_70-Sottoarea_134",2015,1,41,20,61
"4370","Zona_22-Area_70-Sottoarea_134",2015,2,46,27,73
"4371","Zona_22-Area_70-Sottoarea_134",2015,3,51,59,110
"4372","Zona_22-Area_70-Sottoarea_134",2015,4,43,54,97
"4373","Zona_22-Area_70-Sottoarea_134",2015,5,47,35,82
"4374","Zona_22-Area_70-Sottoarea_134",2015,6,42,33,75
"4375","Zona_22-Area_70-Sottoarea_134",2015,7,46,27,73
"4376","Zona_22-Area_70-Sottoarea_134",2015,8,25,17,42
"4377","Zona_22-Area_70-Sottoarea_134",2015,9,53,22,75
"4378","Zona_22-Area_70-Sottoarea_134",2015,10,49,30,79
"4379","Zona_22-Area_70-Sottoarea_134",2015,11,45,29,74
"4380","Zona_22-Area_70-Sottoarea_134",2015,12,45,28,73
"4381","Zona_22-Area_70-Sottoarea_134",2016,1,46,23,69
"4382","Zona_22-Area_70-Sottoarea_134",2016,2,45,27,72
"4383","Zona_22-Area_70-Sottoarea_134",2016,3,52,28,80
"4384","Zona_22-Area_70-Sottoarea_134",2016,4,45,25,70
"4385","Zona_22-Area_70-Sottoarea_134",2016,5,28,16,44
"4386","Zona_22-Area_70-Sottoarea_134",2016,6,0,0,0
"4387","Zona_22-Area_70-Sottoarea_134",2016,7,0,0,0
"4388","Zona_22-Area_70-Sottoarea_134",2016,8,0,0,0
"4389","Zona_22-Area_70-Sottoarea_134",2016,9,0,0,0
"4390","Zona_22-Area_70-Sottoarea_134",2016,10,0,0,0
"4391","Zona_22-Area_70-Sottoarea_134",2016,11,0,0,0
"4392","Zona_22-Area_70-Sottoarea_134",2016,12,0,0,0
"4393","Zona_22-Area_70-Sottoarea_135",2014,1,157,78,235
"4394","Zona_22-Area_70-Sottoarea_135",2014,2,152,82,234
"4395","Zona_22-Area_70-Sottoarea_135",2014,3,123,64,187
"4396","Zona_22-Area_70-Sottoarea_135",2014,4,135,80,215
"4397","Zona_22-Area_70-Sottoarea_135",2014,5,155,75,230
"4398","Zona_22-Area_70-Sottoarea_135",2014,6,145,67,212
"4399","Zona_22-Area_70-Sottoarea_135",2014,7,172,74,246
"4400","Zona_22-Area_70-Sottoarea_135",2014,8,119,56,175
"4401","Zona_22-Area_70-Sottoarea_135",2014,9,151,77,228
"4402","Zona_22-Area_70-Sottoarea_135",2014,10,180,94,274
"4403","Zona_22-Area_70-Sottoarea_135",2014,11,171,107,278
"4404","Zona_22-Area_70-Sottoarea_135",2014,12,151,89,240
"4405","Zona_22-Area_70-Sottoarea_135",2015,1,179,81,260
"4406","Zona_22-Area_70-Sottoarea_135",2015,2,170,95,265
"4407","Zona_22-Area_70-Sottoarea_135",2015,3,188,145,333
"4408","Zona_22-Area_70-Sottoarea_135",2015,4,148,115,263
"4409","Zona_22-Area_70-Sottoarea_135",2015,5,159,99,258
"4410","Zona_22-Area_70-Sottoarea_135",2015,6,151,80,231
"4411","Zona_22-Area_70-Sottoarea_135",2015,7,147,77,224
"4412","Zona_22-Area_70-Sottoarea_135",2015,8,98,77,175
"4413","Zona_22-Area_70-Sottoarea_135",2015,9,195,82,277
"4414","Zona_22-Area_70-Sottoarea_135",2015,10,192,129,321
"4415","Zona_22-Area_70-Sottoarea_135",2015,11,190,139,329
"4416","Zona_22-Area_70-Sottoarea_135",2015,12,173,86,259
"4417","Zona_22-Area_70-Sottoarea_135",2016,1,194,85,279
"4418","Zona_22-Area_70-Sottoarea_135",2016,2,195,113,308
"4419","Zona_22-Area_70-Sottoarea_135",2016,3,202,105,307
"4420","Zona_22-Area_70-Sottoarea_135",2016,4,179,88,267
"4421","Zona_22-Area_70-Sottoarea_135",2016,5,113,57,170
"4422","Zona_22-Area_70-Sottoarea_135",2016,6,0,0,0
"4423","Zona_22-Area_70-Sottoarea_135",2016,7,0,0,0
"4424","Zona_22-Area_70-Sottoarea_135",2016,8,0,0,0
"4425","Zona_22-Area_70-Sottoarea_135",2016,9,0,0,0
"4426","Zona_22-Area_70-Sottoarea_135",2016,10,0,0,0
"4427","Zona_22-Area_70-Sottoarea_135",2016,11,0,0,0
"4428","Zona_22-Area_70-Sottoarea_135",2016,12,0,0,0
"4429","Zona_22-Area_70-Sottoarea_136",2014,1,32,23,55
"4430","Zona_22-Area_70-Sottoarea_136",2014,2,48,24,72
"4431","Zona_22-Area_70-Sottoarea_136",2014,3,36,20,56
"4432","Zona_22-Area_70-Sottoarea_136",2014,4,38,20,58
"4433","Zona_22-Area_70-Sottoarea_136",2014,5,36,20,56
"4434","Zona_22-Area_70-Sottoarea_136",2014,6,34,17,51
"4435","Zona_22-Area_70-Sottoarea_136",2014,7,45,23,68
"4436","Zona_22-Area_70-Sottoarea_136",2014,8,28,15,43
"4437","Zona_22-Area_70-Sottoarea_136",2014,9,41,15,56
"4438","Zona_22-Area_70-Sottoarea_136",2014,10,48,25,73
"4439","Zona_22-Area_70-Sottoarea_136",2014,11,46,20,66
"4440","Zona_22-Area_70-Sottoarea_136",2014,12,36,24,60
"4441","Zona_22-Area_70-Sottoarea_136",2015,1,36,22,58
"4442","Zona_22-Area_70-Sottoarea_136",2015,2,45,25,70
"4443","Zona_22-Area_70-Sottoarea_136",2015,3,45,31,76
"4444","Zona_22-Area_70-Sottoarea_136",2015,4,45,44,89
"4445","Zona_22-Area_70-Sottoarea_136",2015,5,47,42,89
"4446","Zona_22-Area_70-Sottoarea_136",2015,6,40,41,81
"4447","Zona_22-Area_70-Sottoarea_136",2015,7,47,37,84
"4448","Zona_22-Area_70-Sottoarea_136",2015,8,27,22,49
"4449","Zona_22-Area_70-Sottoarea_136",2015,9,52,35,87
"4450","Zona_22-Area_70-Sottoarea_136",2015,10,50,29,79
"4451","Zona_22-Area_70-Sottoarea_136",2015,11,43,32,75
"4452","Zona_22-Area_70-Sottoarea_136",2015,12,45,40,85
"4453","Zona_22-Area_70-Sottoarea_136",2016,1,49,21,70
"4454","Zona_22-Area_70-Sottoarea_136",2016,2,50,26,76
"4455","Zona_22-Area_70-Sottoarea_136",2016,3,53,28,81
"4456","Zona_22-Area_70-Sottoarea_136",2016,4,48,32,80
"4457","Zona_22-Area_70-Sottoarea_136",2016,5,32,16,48
"4458","Zona_22-Area_70-Sottoarea_136",2016,6,0,0,0
"4459","Zona_22-Area_70-Sottoarea_136",2016,7,0,0,0
"4460","Zona_22-Area_70-Sottoarea_136",2016,8,0,0,0
"4461","Zona_22-Area_70-Sottoarea_136",2016,9,0,0,0
"4462","Zona_22-Area_70-Sottoarea_136",2016,10,0,0,0
"4463","Zona_22-Area_70-Sottoarea_136",2016,11,0,0,0
"4464","Zona_22-Area_70-Sottoarea_136",2016,12,0,0,0
"4465","Zona_23-Area_62-Sottoarea_123",2014,1,82,39,121
"4466","Zona_23-Area_62-Sottoarea_123",2014,2,78,40,118
"4467","Zona_23-Area_62-Sottoarea_123",2014,3,58,30,88
"4468","Zona_23-Area_62-Sottoarea_123",2014,4,75,36,111
"4469","Zona_23-Area_62-Sottoarea_123",2014,5,90,31,121
"4470","Zona_23-Area_62-Sottoarea_123",2014,6,86,29,115
"4471","Zona_23-Area_62-Sottoarea_123",2014,7,90,31,121
"4472","Zona_23-Area_62-Sottoarea_123",2014,8,54,25,79
"4473","Zona_23-Area_62-Sottoarea_123",2014,9,108,26,134
"4474","Zona_23-Area_62-Sottoarea_123",2014,10,129,46,175
"4475","Zona_23-Area_62-Sottoarea_123",2014,11,111,35,146
"4476","Zona_23-Area_62-Sottoarea_123",2014,12,95,35,130
"4477","Zona_23-Area_62-Sottoarea_123",2015,1,107,54,161
"4478","Zona_23-Area_62-Sottoarea_123",2015,2,102,45,147
"4479","Zona_23-Area_62-Sottoarea_123",2015,3,120,45,165
"4480","Zona_23-Area_62-Sottoarea_123",2015,4,92,45,137
"4481","Zona_23-Area_62-Sottoarea_123",2015,5,97,44,141
"4482","Zona_23-Area_62-Sottoarea_123",2015,6,95,44,139
"4483","Zona_23-Area_62-Sottoarea_123",2015,7,96,38,134
"4484","Zona_23-Area_62-Sottoarea_123",2015,8,67,27,94
"4485","Zona_23-Area_62-Sottoarea_123",2015,9,113,56,169
"4486","Zona_23-Area_62-Sottoarea_123",2015,10,130,48,178
"4487","Zona_23-Area_62-Sottoarea_123",2015,11,114,39,153
"4488","Zona_23-Area_62-Sottoarea_123",2015,12,101,36,137
"4489","Zona_23-Area_62-Sottoarea_123",2016,1,106,34,140
"4490","Zona_23-Area_62-Sottoarea_123",2016,2,113,67,180
"4491","Zona_23-Area_62-Sottoarea_123",2016,3,120,62,182
"4492","Zona_23-Area_62-Sottoarea_123",2016,4,106,50,156
"4493","Zona_23-Area_62-Sottoarea_123",2016,5,66,41,107
"4494","Zona_23-Area_62-Sottoarea_123",2016,6,0,0,0
"4495","Zona_23-Area_62-Sottoarea_123",2016,7,0,0,0
"4496","Zona_23-Area_62-Sottoarea_123",2016,8,0,0,0
"4497","Zona_23-Area_62-Sottoarea_123",2016,9,0,0,0
"4498","Zona_23-Area_62-Sottoarea_123",2016,10,0,0,0
"4499","Zona_23-Area_62-Sottoarea_123",2016,11,0,0,0
"4500","Zona_23-Area_62-Sottoarea_123",2016,12,0,0,0
"4501","Zona_23-Area_62-Sottoarea_124",2014,1,129,59,188
"4502","Zona_23-Area_62-Sottoarea_124",2014,2,122,57,179
"4503","Zona_23-Area_62-Sottoarea_124",2014,3,106,49,155
"4504","Zona_23-Area_62-Sottoarea_124",2014,4,128,51,179
"4505","Zona_23-Area_62-Sottoarea_124",2014,5,144,53,197
"4506","Zona_23-Area_62-Sottoarea_124",2014,6,127,51,178
"4507","Zona_23-Area_62-Sottoarea_124",2014,7,130,54,184
"4508","Zona_23-Area_62-Sottoarea_124",2014,8,80,35,115
"4509","Zona_23-Area_62-Sottoarea_124",2014,9,130,42,172
"4510","Zona_23-Area_62-Sottoarea_124",2014,10,174,84,258
"4511","Zona_23-Area_62-Sottoarea_124",2014,11,154,66,220
"4512","Zona_23-Area_62-Sottoarea_124",2014,12,144,52,196
"4513","Zona_23-Area_62-Sottoarea_124",2015,1,151,72,223
"4514","Zona_23-Area_62-Sottoarea_124",2015,2,165,66,231
"4515","Zona_23-Area_62-Sottoarea_124",2015,3,184,72,256
"4516","Zona_23-Area_62-Sottoarea_124",2015,4,154,72,226
"4517","Zona_23-Area_62-Sottoarea_124",2015,5,158,79,237
"4518","Zona_23-Area_62-Sottoarea_124",2015,6,160,63,223
"4519","Zona_23-Area_62-Sottoarea_124",2015,7,156,61,217
"4520","Zona_23-Area_62-Sottoarea_124",2015,8,111,43,154
"4521","Zona_23-Area_62-Sottoarea_124",2015,9,182,62,244
"4522","Zona_23-Area_62-Sottoarea_124",2015,10,193,97,290
"4523","Zona_23-Area_62-Sottoarea_124",2015,11,183,76,259
"4524","Zona_23-Area_62-Sottoarea_124",2015,12,150,59,209
"4525","Zona_23-Area_62-Sottoarea_124",2016,1,156,59,215
"4526","Zona_23-Area_62-Sottoarea_124",2016,2,173,64,237
"4527","Zona_23-Area_62-Sottoarea_124",2016,3,195,92,287
"4528","Zona_23-Area_62-Sottoarea_124",2016,4,170,75,245
"4529","Zona_23-Area_62-Sottoarea_124",2016,5,102,46,148
"4530","Zona_23-Area_62-Sottoarea_124",2016,6,0,0,0
"4531","Zona_23-Area_62-Sottoarea_124",2016,7,0,0,0
"4532","Zona_23-Area_62-Sottoarea_124",2016,8,0,0,0
"4533","Zona_23-Area_62-Sottoarea_124",2016,9,0,0,0
"4534","Zona_23-Area_62-Sottoarea_124",2016,10,0,0,0
"4535","Zona_23-Area_62-Sottoarea_124",2016,11,0,0,0
"4536","Zona_23-Area_62-Sottoarea_124",2016,12,0,0,0
"4537","Zona_23-Area_63-Sottoarea_125",2014,1,149,68,217
"4538","Zona_23-Area_63-Sottoarea_125",2014,2,132,69,201
"4539","Zona_23-Area_63-Sottoarea_125",2014,3,116,63,179
"4540","Zona_23-Area_63-Sottoarea_125",2014,4,142,65,207
"4541","Zona_23-Area_63-Sottoarea_125",2014,5,147,63,210
"4542","Zona_23-Area_63-Sottoarea_125",2014,6,127,61,188
"4543","Zona_23-Area_63-Sottoarea_125",2014,7,145,58,203
"4544","Zona_23-Area_63-Sottoarea_125",2014,8,92,52,144
"4545","Zona_23-Area_63-Sottoarea_125",2014,9,135,47,182
"4546","Zona_23-Area_63-Sottoarea_125",2014,10,161,76,237
"4547","Zona_23-Area_63-Sottoarea_125",2014,11,149,73,222
"4548","Zona_23-Area_63-Sottoarea_125",2014,12,150,57,207
"4549","Zona_23-Area_63-Sottoarea_125",2015,1,162,88,250
"4550","Zona_23-Area_63-Sottoarea_125",2015,2,159,81,240
"4551","Zona_23-Area_63-Sottoarea_125",2015,3,173,78,251
"4552","Zona_23-Area_63-Sottoarea_125",2015,4,141,72,213
"4553","Zona_23-Area_63-Sottoarea_125",2015,5,149,102,251
"4554","Zona_23-Area_63-Sottoarea_125",2015,6,142,78,220
"4555","Zona_23-Area_63-Sottoarea_125",2015,7,156,70,226
"4556","Zona_23-Area_63-Sottoarea_125",2015,8,107,48,155
"4557","Zona_23-Area_63-Sottoarea_125",2015,9,163,82,245
"4558","Zona_23-Area_63-Sottoarea_125",2015,10,184,89,273
"4559","Zona_23-Area_63-Sottoarea_125",2015,11,180,77,257
"4560","Zona_23-Area_63-Sottoarea_125",2015,12,164,66,230
"4561","Zona_23-Area_63-Sottoarea_125",2016,1,191,64,255
"4562","Zona_23-Area_63-Sottoarea_125",2016,2,207,91,298
"4563","Zona_23-Area_63-Sottoarea_125",2016,3,222,96,318
"4564","Zona_23-Area_63-Sottoarea_125",2016,4,225,79,304
"4565","Zona_23-Area_63-Sottoarea_125",2016,5,126,60,186
"4566","Zona_23-Area_63-Sottoarea_125",2016,6,0,0,0
"4567","Zona_23-Area_63-Sottoarea_125",2016,7,0,0,0
"4568","Zona_23-Area_63-Sottoarea_125",2016,8,0,0,0
"4569","Zona_23-Area_63-Sottoarea_125",2016,9,0,0,0
"4570","Zona_23-Area_63-Sottoarea_125",2016,10,0,0,0
"4571","Zona_23-Area_63-Sottoarea_125",2016,11,0,0,0
"4572","Zona_23-Area_63-Sottoarea_125",2016,12,0,0,0
"4573","Zona_23-Area_63-Sottoarea_126",2014,1,108,52,160
"4574","Zona_23-Area_63-Sottoarea_126",2014,2,109,53,162
"4575","Zona_23-Area_63-Sottoarea_126",2014,3,87,39,126
"4576","Zona_23-Area_63-Sottoarea_126",2014,4,109,41,150
"4577","Zona_23-Area_63-Sottoarea_126",2014,5,110,40,150
"4578","Zona_23-Area_63-Sottoarea_126",2014,6,94,36,130
"4579","Zona_23-Area_63-Sottoarea_126",2014,7,113,46,159
"4580","Zona_23-Area_63-Sottoarea_126",2014,8,77,32,109
"4581","Zona_23-Area_63-Sottoarea_126",2014,9,122,32,154
"4582","Zona_23-Area_63-Sottoarea_126",2014,10,146,52,198
"4583","Zona_23-Area_63-Sottoarea_126",2014,11,132,65,197
"4584","Zona_23-Area_63-Sottoarea_126",2014,12,120,55,175
"4585","Zona_23-Area_63-Sottoarea_126",2015,1,123,53,176
"4586","Zona_23-Area_63-Sottoarea_126",2015,2,127,64,191
"4587","Zona_23-Area_63-Sottoarea_126",2015,3,139,79,218
"4588","Zona_23-Area_63-Sottoarea_126",2015,4,113,69,182
"4589","Zona_23-Area_63-Sottoarea_126",2015,5,122,61,183
"4590","Zona_23-Area_63-Sottoarea_126",2015,6,111,52,163
"4591","Zona_23-Area_63-Sottoarea_126",2015,7,119,73,192
