"","Zona","Area","Sottoarea","Categoria_prodotto","Data","Vendite","Key","GiornoDelMese","GiorniDellaSettimana","GiornoDellAnno","Mese","Anno"
"179987","Zona_27","Area_73","Sottoarea_141","Prodotto_1","2016-02-06",0,"Zona_27-Area_73-Sottoarea_141",6,7,37,2,2016
"63514","Zona_15","Area_41","Sottoarea_90","Prodotto_2","2014-01-04",2,"Zona_15-Area_41-Sottoarea_90",4,7,4,1,2014
"55428","Zona_15","Area_39","Sottoarea_85","Prodotto_2","2015-09-10",2,"Zona_15-Area_39-Sottoarea_85",10,5,253,9,2015
"67139","Zona_16","Area_42","Sottoarea_4","Prodotto_2","2014-05-29",2,"Zona_16-Area_42-Sottoarea_4",29,5,149,5,2014
"165292","Zona_24","Area_66","Sottoarea_130","Prodotto_2","2016-05-11",3,"Zona_24-Area_66-Sottoarea_130",11,4,132,5,2016
"127857","Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-04-16",2,"Zona_20-Area_56-Sottoarea_104",16,7,107,4,2016
"209131","Zona_5","Area_11","Sottoarea_105","Prodotto_1","2014-11-27",9,"Zona_5-Area_11-Sottoarea_105",27,5,331,11,2014
"204766","Zona_4","Area_8","Sottoarea_40","Prodotto_2","2014-11-12",3,"Zona_4-Area_8-Sottoarea_40",12,4,316,11,2014
"75948","Zona_17","Area_45","Sottoarea_13","Prodotto_2","2014-09-15",5,"Zona_17-Area_45-Sottoarea_13",15,2,258,9,2014
"22778","Zona_11","Area_30","Sottoarea_84","Prodotto_1","2014-06-07",2,"Zona_11-Area_30-Sottoarea_84",7,7,158,6,2014
"53814","Zona_14","Area_38","Sottoarea_79","Prodotto_2","2016-01-14",0,"Zona_14-Area_38-Sottoarea_79",14,5,14,1,2016
"155564","Zona_23","Area_63","Sottoarea_125","Prodotto_1","2015-12-05",3,"Zona_23-Area_63-Sottoarea_125",5,7,339,12,2015
"179729","Zona_27","Area_73","Sottoarea_141","Prodotto_1","2015-05-24",1,"Zona_27-Area_73-Sottoarea_141",24,1,144,5,2015
"61792","Zona_15","Area_41","Sottoarea_89","Prodotto_2","2014-01-22",3,"Zona_15-Area_41-Sottoarea_89",22,4,22,1,2014
"70411","Zona_16","Area_43","Sottoarea_48","Prodotto_1","2016-03-21",1,"Zona_16-Area_43-Sottoarea_48",21,2,81,3,2016
"101058","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2014-05-18",0,"Zona_19-Area_52-Sottoarea_117",18,1,138,5,2014
"61322","Zona_15","Area_41","Sottoarea_89","Prodotto_1","2015-02-26",4,"Zona_15-Area_41-Sottoarea_89",26,5,57,2,2015
"225738","Zona_7","Area_15","Sottoarea_21","Prodotto_2","2015-02-12",4,"Zona_7-Area_15-Sottoarea_21",12,5,43,2,2015
"246350","Zona_9","Area_27","Sottoarea_61","Prodotto_2","2014-05-20",9,"Zona_9-Area_27-Sottoarea_61",20,3,140,5,2014
"119122","Zona_20","Area_54","Sottoarea_41","Prodotto_1","2016-03-12",1,"Zona_20-Area_54-Sottoarea_41",12,7,72,3,2016
"6339","Zona_1","Area_2","Sottoarea_8","Prodotto_2","2014-09-06",0,"Zona_1-Area_2-Sottoarea_8",6,7,249,9,2014
"217910","Zona_6","Area_12","Sottoarea_25","Prodotto_1","2015-02-14",1,"Zona_6-Area_12-Sottoarea_25",14,7,45,2,2015
"229108","Zona_7","Area_17","Sottoarea_139","Prodotto_2","2014-10-25",1,"Zona_7-Area_17-Sottoarea_139",25,7,298,10,2014
"99612","Zona_19","Area_52","Sottoarea_116","Prodotto_1","2015-03-08",0,"Zona_19-Area_52-Sottoarea_116",8,1,67,3,2015
"37632","Zona_14","Area_35","Sottoarea_70","Prodotto_2","2014-08-10",0,"Zona_14-Area_35-Sottoarea_70",10,1,222,8,2014
"182132","Zona_27","Area_73","Sottoarea_142","Prodotto_2","2014-10-29",7,"Zona_27-Area_73-Sottoarea_142",29,4,302,10,2014
"146955","Zona_22","Area_70","Sottoarea_134","Prodotto_1","2016-03-05",0,"Zona_22-Area_70-Sottoarea_134",5,7,65,3,2016
"231168","Zona_7","Area_18","Sottoarea_137","Prodotto_2","2015-09-10",3,"Zona_7-Area_18-Sottoarea_137",10,5,253,9,2015
"57416","Zona_15","Area_39","Sottoarea_86","Prodotto_2","2016-05-15",1,"Zona_15-Area_39-Sottoarea_86",15,1,136,5,2016
"91356","Zona_18","Area_49","Sottoarea_111","Prodotto_2","2014-01-06",0,"Zona_18-Area_49-Sottoarea_111",6,2,6,1,2014
"36396","Zona_13","Area_34","Sottoarea_65","Prodotto_2","2015-12-27",0,"Zona_13-Area_34-Sottoarea_65",27,1,361,12,2015
"31897","Zona_13","Area_33","Sottoarea_9","Prodotto_1","2015-07-31",4,"Zona_13-Area_33-Sottoarea_9",31,6,212,7,2015
"48607","Zona_14","Area_37","Sottoarea_76","Prodotto_2","2016-01-27",3,"Zona_14-Area_37-Sottoarea_76",27,4,27,1,2016
"43371","Zona_14","Area_36","Sottoarea_73","Prodotto_2","2016-01-11",0,"Zona_14-Area_36-Sottoarea_73",11,2,11,1,2016
"244843","Zona_8","Area_22","Sottoarea_60","Prodotto_2","2015-01-08",4,"Zona_8-Area_22-Sottoarea_60",8,5,8,1,2015
"39121","Zona_14","Area_35","Sottoarea_71","Prodotto_1","2016-04-20",3,"Zona_14-Area_35-Sottoarea_71",20,4,111,4,2016
"246852","Zona_9","Area_27","Sottoarea_61","Prodotto_2","2015-10-04",3,"Zona_9-Area_27-Sottoarea_61",4,1,277,10,2015
"24029","Zona_11","Area_30","Sottoarea_84","Prodotto_2","2015-06-23",4,"Zona_11-Area_30-Sottoarea_84",23,3,174,6,2015
"232715","Zona_7","Area_18","Sottoarea_138","Prodotto_2","2015-03-01",1,"Zona_7-Area_18-Sottoarea_138",1,1,60,3,2015
"202992","Zona_4","Area_8","Sottoarea_39","Prodotto_2","2014-10-09",3,"Zona_4-Area_8-Sottoarea_39",9,5,282,10,2014
"89207","Zona_18","Area_49","Sottoarea_110","Prodotto_1","2015-04-12",2,"Zona_18-Area_49-Sottoarea_110",12,1,102,4,2015
"103408","Zona_19","Area_52","Sottoarea_118","Prodotto_1","2016-01-18",5,"Zona_19-Area_52-Sottoarea_118",18,2,18,1,2016
"86074","Zona_18","Area_48","Sottoarea_108","Prodotto_1","2016-03-24",6,"Zona_18-Area_48-Sottoarea_108",24,5,84,3,2016
"56560","Zona_15","Area_39","Sottoarea_86","Prodotto_2","2014-01-10",4,"Zona_15-Area_39-Sottoarea_86",10,6,10,1,2014
"33763","Zona_13","Area_34","Sottoarea_64","Prodotto_1","2015-12-04",10,"Zona_13-Area_34-Sottoarea_64",4,6,338,12,2015
"80192","Zona_17","Area_46","Sottoarea_53","Prodotto_1","2014-06-01",0,"Zona_17-Area_46-Sottoarea_53",1,1,152,6,2014
"153505","Zona_23","Area_62","Sottoarea_124","Prodotto_1","2015-01-20",9,"Zona_23-Area_62-Sottoarea_124",20,3,20,1,2015
"160294","Zona_23","Area_64","Sottoarea_128","Prodotto_1","2014-08-02",0,"Zona_23-Area_64-Sottoarea_128",2,7,214,8,2014
"158408","Zona_23","Area_64","Sottoarea_127","Prodotto_1","2014-03-09",0,"Zona_23-Area_64-Sottoarea_127",9,1,68,3,2014
"211870","Zona_5","Area_9","Sottoarea_80","Prodotto_2","2015-04-05",1,"Zona_5-Area_9-Sottoarea_80",5,1,95,4,2015
"173146","Zona_26","Area_71","Sottoarea_98","Prodotto_2","2014-01-16",2,"Zona_26-Area_71-Sottoarea_98",16,5,16,1,2014
"148108","Zona_22","Area_70","Sottoarea_135","Prodotto_1","2014-07-27",0,"Zona_22-Area_70-Sottoarea_135",27,1,208,7,2014
"23865","Zona_11","Area_30","Sottoarea_84","Prodotto_2","2015-01-10",2,"Zona_11-Area_30-Sottoarea_84",10,7,10,1,2015
"168836","Zona_25","Area_60","Sottoarea_27","Prodotto_1","2014-02-25",5,"Zona_25-Area_60-Sottoarea_27",25,3,56,2,2014
"74114","Zona_16","Area_44","Sottoarea_91","Prodotto_2","2014-06-13",4,"Zona_16-Area_44-Sottoarea_91",13,6,164,6,2014
"173262","Zona_26","Area_71","Sottoarea_98","Prodotto_2","2014-05-12",0,"Zona_26-Area_71-Sottoarea_98",12,2,132,5,2014
"99486","Zona_19","Area_52","Sottoarea_116","Prodotto_1","2014-11-02",0,"Zona_19-Area_52-Sottoarea_116",2,1,306,11,2014
"51876","Zona_14","Area_38","Sottoarea_78","Prodotto_2","2015-06-30",0,"Zona_14-Area_38-Sottoarea_78",30,3,181,6,2015
"211396","Zona_5","Area_9","Sottoarea_80","Prodotto_1","2016-05-05",6,"Zona_5-Area_9-Sottoarea_80",5,5,126,5,2016
"228614","Zona_7","Area_17","Sottoarea_139","Prodotto_1","2015-11-05",10,"Zona_7-Area_17-Sottoarea_139",5,5,309,11,2015
"110101","Zona_2","Area_3","Sottoarea_16","Prodotto_1","2015-04-26",0,"Zona_2-Area_3-Sottoarea_16",26,1,116,4,2015
"196958","Zona_4","Area_7","Sottoarea_36","Prodotto_1","2014-12-04",5,"Zona_4-Area_7-Sottoarea_36",4,5,338,12,2014
"226859","Zona_7","Area_16","Sottoarea_100","Prodotto_1","2015-10-21",9,"Zona_7-Area_16-Sottoarea_100",21,4,294,10,2015
"189331","Zona_3","Area_5","Sottoarea_31","Prodotto_2","2015-06-25",3,"Zona_3-Area_5-Sottoarea_31",25,5,176,6,2015
"40171","Zona_14","Area_35","Sottoarea_72","Prodotto_1","2014-05-31",0,"Zona_14-Area_35-Sottoarea_72",31,7,151,5,2014
"245431","Zona_9","Area_27","Sottoarea_61","Prodotto_1","2014-04-01",11,"Zona_9-Area_27-Sottoarea_61",1,3,91,4,2014
"119804","Zona_20","Area_54","Sottoarea_41","Prodotto_2","2015-09-06",1,"Zona_20-Area_54-Sottoarea_41",6,1,249,9,2015
"204580","Zona_4","Area_8","Sottoarea_40","Prodotto_2","2014-05-10",0,"Zona_4-Area_8-Sottoarea_40",10,7,130,5,2014
"75239","Zona_17","Area_45","Sottoarea_13","Prodotto_1","2015-02-23",9,"Zona_17-Area_45-Sottoarea_13",23,2,54,2,2015
"3009","Zona_1","Area_1","Sottoarea_6","Prodotto_2","2015-02-03",0,"Zona_1-Area_1-Sottoarea_6",3,3,34,2,2015
"23982","Zona_11","Area_30","Sottoarea_84","Prodotto_2","2015-05-07",8,"Zona_11-Area_30-Sottoarea_84",7,5,127,5,2015
"28652","Zona_12","Area_32","Sottoarea_140","Prodotto_1","2016-03-22",4,"Zona_12-Area_32-Sottoarea_140",22,3,82,3,2016
"177017","Zona_27","Area_72","Sottoarea_92","Prodotto_2","2015-02-11",4,"Zona_27-Area_72-Sottoarea_92",11,4,42,2,2015
"100554","Zona_19","Area_52","Sottoarea_116","Prodotto_2","2015-05-19",1,"Zona_19-Area_52-Sottoarea_116",19,3,139,5,2015
"145814","Zona_22","Area_69","Sottoarea_133","Prodotto_2","2015-06-08",2,"Zona_22-Area_69-Sottoarea_133",8,2,159,6,2015
"36337","Zona_13","Area_34","Sottoarea_65","Prodotto_2","2015-10-29",1,"Zona_13-Area_34-Sottoarea_65",29,5,302,10,2015
"61677","Zona_15","Area_41","Sottoarea_89","Prodotto_1","2016-02-16",4,"Zona_15-Area_41-Sottoarea_89",16,3,47,2,2016
"26472","Zona_12","Area_31","Sottoarea_44","Prodotto_1","2015-01-07",3,"Zona_12-Area_31-Sottoarea_44",7,4,7,1,2015
"57908","Zona_15","Area_39","Sottoarea_87","Prodotto_1","2015-05-03",0,"Zona_15-Area_39-Sottoarea_87",3,1,123,5,2015
"111946","Zona_2","Area_4","Sottoarea_17","Prodotto_1","2015-08-09",0,"Zona_2-Area_4-Sottoarea_17",9,1,221,8,2015
"220020","Zona_6","Area_13","Sottoarea_50","Prodotto_1","2016-02-19",11,"Zona_6-Area_13-Sottoarea_50",19,6,50,2,2016
"133886","Zona_21","Area_58","Sottoarea_94","Prodotto_2","2016-02-15",2,"Zona_21-Area_58-Sottoarea_94",15,2,46,2,2016
"44531","Zona_14","Area_36","Sottoarea_74","Prodotto_2","2014-06-10",3,"Zona_14-Area_36-Sottoarea_74",10,3,161,6,2014
"158383","Zona_23","Area_64","Sottoarea_127","Prodotto_1","2014-02-12",8,"Zona_23-Area_64-Sottoarea_127",12,4,43,2,2014
"238778","Zona_8","Area_20","Sottoarea_57","Prodotto_1","2015-02-02",11,"Zona_8-Area_20-Sottoarea_57",2,2,33,2,2015
"147678","Zona_22","Area_70","Sottoarea_134","Prodotto_2","2015-10-10",0,"Zona_22-Area_70-Sottoarea_134",10,7,283,10,2015
"175358","Zona_26","Area_71","Sottoarea_99","Prodotto_2","2015-05-03",1,"Zona_26-Area_71-Sottoarea_99",3,1,123,5,2015
"165884","Zona_24","Area_67","Sottoarea_131","Prodotto_1","2015-08-07",7,"Zona_24-Area_67-Sottoarea_131",7,6,219,8,2015
"147566","Zona_22","Area_70","Sottoarea_134","Prodotto_2","2015-06-20",0,"Zona_22-Area_70-Sottoarea_134",20,7,171,6,2015
"51411","Zona_14","Area_38","Sottoarea_78","Prodotto_2","2014-03-22",0,"Zona_14-Area_38-Sottoarea_78",22,7,81,3,2014
"34374","Zona_13","Area_34","Sottoarea_64","Prodotto_2","2015-03-20",6,"Zona_13-Area_34-Sottoarea_64",20,6,79,3,2015
"216491","Zona_6","Area_12","Sottoarea_24","Prodotto_1","2016-01-01",0,"Zona_6-Area_12-Sottoarea_24",1,6,1,1,2016
"33816","Zona_13","Area_34","Sottoarea_64","Prodotto_1","2016-01-26",10,"Zona_13-Area_34-Sottoarea_64",26,3,26,1,2016
"33787","Zona_13","Area_34","Sottoarea_64","Prodotto_1","2015-12-28",6,"Zona_13-Area_34-Sottoarea_64",28,2,362,12,2015
"77877","Zona_17","Area_45","Sottoarea_14","Prodotto_2","2015-03-23",3,"Zona_17-Area_45-Sottoarea_14",23,2,82,3,2015
"48866","Zona_14","Area_38","Sottoarea_77","Prodotto_1","2014-05-26",7,"Zona_14-Area_38-Sottoarea_77",26,2,146,5,2014
"207880","Zona_5","Area_10","Sottoarea_97","Prodotto_1","2016-03-30",5,"Zona_5-Area_10-Sottoarea_97",30,4,90,3,2016
"230468","Zona_7","Area_18","Sottoarea_137","Prodotto_1","2016-02-27",2,"Zona_7-Area_18-Sottoarea_137",27,7,58,2,2016
"136297","Zona_21","Area_59","Sottoarea_121","Prodotto_1","2015-07-31",7,"Zona_21-Area_59-Sottoarea_121",31,6,212,7,2015
"157638","Zona_23","Area_63","Sottoarea_126","Prodotto_2","2014-06-17",1,"Zona_23-Area_63-Sottoarea_126",17,3,168,6,2014
"204160","Zona_4","Area_8","Sottoarea_40","Prodotto_1","2015-08-03",4,"Zona_4-Area_8-Sottoarea_40",3,2,215,8,2015
"190979","Zona_3","Area_5","Sottoarea_32","Prodotto_2","2015-03-25",0,"Zona_3-Area_5-Sottoarea_32",25,4,84,3,2015
"234148","Zona_8","Area_19","Sottoarea_54","Prodotto_2","2014-04-28",1,"Zona_8-Area_19-Sottoarea_54",28,2,118,4,2014
"159082","Zona_23","Area_64","Sottoarea_127","Prodotto_1","2016-01-12",7,"Zona_23-Area_64-Sottoarea_127",12,3,12,1,2016
"238006","Zona_8","Area_20","Sottoarea_56","Prodotto_2","2015-05-11",0,"Zona_8-Area_20-Sottoarea_56",11,2,131,5,2015
"10498","Zona_10","Area_24","Sottoarea_28","Prodotto_1","2014-02-27",13,"Zona_10-Area_24-Sottoarea_28",27,5,58,2,2014
"94893","Zona_18","Area_50","Sottoarea_113","Prodotto_2","2014-03-04",10,"Zona_18-Area_50-Sottoarea_113",4,3,63,3,2014
"127279","Zona_20","Area_56","Sottoarea_104","Prodotto_1","2014-09-16",2,"Zona_20-Area_56-Sottoarea_104",16,3,259,9,2014
"133884","Zona_21","Area_58","Sottoarea_94","Prodotto_2","2016-02-13",2,"Zona_21-Area_58-Sottoarea_94",13,7,44,2,2016
"67001","Zona_16","Area_42","Sottoarea_4","Prodotto_2","2014-01-11",1,"Zona_16-Area_42-Sottoarea_4",11,7,11,1,2014
"217004","Zona_6","Area_12","Sottoarea_24","Prodotto_2","2015-01-09",3,"Zona_6-Area_12-Sottoarea_24",9,6,9,1,2015
"172928","Zona_26","Area_71","Sottoarea_98","Prodotto_1","2015-10-30",4,"Zona_26-Area_71-Sottoarea_98",30,6,303,10,2015
"88312","Zona_18","Area_48","Sottoarea_109","Prodotto_2","2015-03-18",6,"Zona_18-Area_48-Sottoarea_109",18,4,77,3,2015
"200795","Zona_4","Area_8","Sottoarea_38","Prodotto_1","2015-11-26",4,"Zona_4-Area_8-Sottoarea_38",26,5,330,11,2015
"36837","Zona_14","Area_35","Sottoarea_70","Prodotto_1","2014-10-24",7,"Zona_14-Area_35-Sottoarea_70",24,6,297,10,2014
"248300","Zona_9","Area_28","Sottoarea_62","Prodotto_2","2014-12-16",4,"Zona_9-Area_28-Sottoarea_62",16,3,350,12,2014
"114755","Zona_2","Area_4","Sottoarea_18","Prodotto_2","2016-02-24",2,"Zona_2-Area_4-Sottoarea_18",24,4,55,2,2016
"191272","Zona_3","Area_5","Sottoarea_32","Prodotto_2","2016-01-12",0,"Zona_3-Area_5-Sottoarea_32",12,3,12,1,2016
"113772","Zona_2","Area_4","Sottoarea_18","Prodotto_1","2015-11-03",5,"Zona_2-Area_4-Sottoarea_18",3,3,307,11,2015
"9611","Zona_10","Area_23","Sottoarea_23","Prodotto_2","2014-02-10",4,"Zona_10-Area_23-Sottoarea_23",10,2,41,2,2014
"12407","Zona_10","Area_25","Sottoarea_29","Prodotto_1","2014-08-15",0,"Zona_10-Area_25-Sottoarea_29",15,6,227,8,2014
"106668","Zona_19","Area_53","Sottoarea_120","Prodotto_1","2015-06-12",8,"Zona_19-Area_53-Sottoarea_120",12,6,163,6,2015
"72569","Zona_16","Area_43","Sottoarea_49","Prodotto_2","2014-12-25",1,"Zona_16-Area_43-Sottoarea_49",25,5,359,12,2014
"74989","Zona_17","Area_45","Sottoarea_13","Prodotto_1","2014-06-18",9,"Zona_17-Area_45-Sottoarea_13",18,4,169,6,2014
"239085","Zona_8","Area_20","Sottoarea_57","Prodotto_1","2015-12-06",2,"Zona_8-Area_20-Sottoarea_57",6,1,340,12,2015
"219493","Zona_6","Area_13","Sottoarea_50","Prodotto_1","2014-09-10",7,"Zona_6-Area_13-Sottoarea_50",10,4,253,9,2014
"58994","Zona_15","Area_39","Sottoarea_87","Prodotto_2","2015-12-05",1,"Zona_15-Area_39-Sottoarea_87",5,7,339,12,2015
"245484","Zona_9","Area_27","Sottoarea_61","Prodotto_1","2014-05-24",7,"Zona_9-Area_27-Sottoarea_61",24,7,144,5,2014
"21022","Zona_11","Area_30","Sottoarea_83","Prodotto_1","2014-05-22",4,"Zona_11-Area_30-Sottoarea_83",22,5,142,5,2014
"183922","Zona_27","Area_73","Sottoarea_143","Prodotto_2","2014-12-18",1,"Zona_27-Area_73-Sottoarea_143",18,5,352,12,2014
"53262","Zona_14","Area_38","Sottoarea_79","Prodotto_2","2014-07-11",1,"Zona_14-Area_38-Sottoarea_79",11,6,192,7,2014
"72063","Zona_16","Area_43","Sottoarea_49","Prodotto_1","2015-12-24",3,"Zona_16-Area_43-Sottoarea_49",24,5,358,12,2015
"195143","Zona_3","Area_6","Sottoarea_35","Prodotto_1","2014-09-20",3,"Zona_3-Area_6-Sottoarea_35",20,7,263,9,2014
"45024","Zona_14","Area_36","Sottoarea_74","Prodotto_2","2015-10-16",4,"Zona_14-Area_36-Sottoarea_74",16,6,289,10,2015
"115908","Zona_2","Area_4","Sottoarea_19","Prodotto_2","2014-07-17",0,"Zona_2-Area_4-Sottoarea_19",17,5,198,7,2014
"158804","Zona_23","Area_64","Sottoarea_127","Prodotto_1","2015-04-09",9,"Zona_23-Area_64-Sottoarea_127",9,5,99,4,2015
"242606","Zona_8","Area_21","Sottoarea_59","Prodotto_1","2016-01-16",1,"Zona_8-Area_21-Sottoarea_59",16,7,16,1,2016
"228086","Zona_7","Area_17","Sottoarea_139","Prodotto_1","2014-05-26",7,"Zona_7-Area_17-Sottoarea_139",26,2,146,5,2014
"17936","Zona_11","Area_29","Sottoarea_45","Prodotto_1","2015-06-20",1,"Zona_11-Area_29-Sottoarea_45",20,7,171,6,2015
"214353","Zona_5","Area_9","Sottoarea_82","Prodotto_1","2014-11-29",1,"Zona_5-Area_9-Sottoarea_82",29,7,333,11,2014
"67876","Zona_16","Area_43","Sottoarea_47","Prodotto_1","2014-01-16",5,"Zona_16-Area_43-Sottoarea_47",16,5,16,1,2014
"40777","Zona_14","Area_35","Sottoarea_72","Prodotto_1","2016-01-27",3,"Zona_14-Area_35-Sottoarea_72",27,4,27,1,2016
"165822","Zona_24","Area_67","Sottoarea_131","Prodotto_1","2015-06-06",1,"Zona_24-Area_67-Sottoarea_131",6,7,157,6,2015
"225602","Zona_7","Area_15","Sottoarea_21","Prodotto_2","2014-09-29",2,"Zona_7-Area_15-Sottoarea_21",29,2,272,9,2014
"23736","Zona_11","Area_30","Sottoarea_84","Prodotto_2","2014-09-03",1,"Zona_11-Area_30-Sottoarea_84",3,4,246,9,2014
"179965","Zona_27","Area_73","Sottoarea_141","Prodotto_1","2016-01-15",4,"Zona_27-Area_73-Sottoarea_141",15,6,15,1,2016
"14632","Zona_10","Area_26","Sottoarea_66","Prodotto_1","2015-12-13",0,"Zona_10-Area_26-Sottoarea_66",13,1,347,12,2015
"55035","Zona_15","Area_39","Sottoarea_85","Prodotto_2","2014-08-13",0,"Zona_15-Area_39-Sottoarea_85",13,4,225,8,2014
"142043","Zona_22","Area_68","Sottoarea_12","Prodotto_2","2014-08-21",1,"Zona_22-Area_68-Sottoarea_12",21,5,233,8,2014
"235174","Zona_8","Area_19","Sottoarea_55","Prodotto_1","2014-10-01",6,"Zona_8-Area_19-Sottoarea_55",1,4,274,10,2014
"101705","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2016-02-24",2,"Zona_19-Area_52-Sottoarea_117",24,4,55,2,2016
"134729","Zona_21","Area_58","Sottoarea_95","Prodotto_1","2016-01-19",3,"Zona_21-Area_58-Sottoarea_95",19,3,19,1,2016
"250089","Zona_9","Area_28","Sottoarea_63","Prodotto_2","2015-02-03",1,"Zona_9-Area_28-Sottoarea_63",3,3,34,2,2015
"42864","Zona_14","Area_36","Sottoarea_73","Prodotto_2","2014-08-22",1,"Zona_14-Area_36-Sottoarea_73",22,6,234,8,2014
"183722","Zona_27","Area_73","Sottoarea_143","Prodotto_2","2014-06-01",0,"Zona_27-Area_73-Sottoarea_143",1,1,152,6,2014
"101487","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2015-07-21",1,"Zona_19-Area_52-Sottoarea_117",21,3,202,7,2015
"133647","Zona_21","Area_58","Sottoarea_94","Prodotto_2","2015-06-21",2,"Zona_21-Area_58-Sottoarea_94",21,1,172,6,2015
"91455","Zona_18","Area_49","Sottoarea_111","Prodotto_2","2014-04-15",11,"Zona_18-Area_49-Sottoarea_111",15,3,105,4,2014
"199702","Zona_4","Area_7","Sottoarea_37","Prodotto_2","2015-04-17",14,"Zona_4-Area_7-Sottoarea_37",17,6,107,4,2015
"21136","Zona_11","Area_30","Sottoarea_83","Prodotto_1","2014-09-13",1,"Zona_11-Area_30-Sottoarea_83",13,7,256,9,2014
"31893","Zona_13","Area_33","Sottoarea_9","Prodotto_1","2015-07-27",3,"Zona_13-Area_33-Sottoarea_9",27,2,208,7,2015
"45885","Zona_14","Area_37","Sottoarea_75","Prodotto_1","2015-10-07",6,"Zona_14-Area_37-Sottoarea_75",7,4,280,10,2015
"105251","Zona_19","Area_53","Sottoarea_119","Prodotto_1","2016-04-30",0,"Zona_19-Area_53-Sottoarea_119",30,7,121,4,2016
"187794","Zona_3","Area_5","Sottoarea_30","Prodotto_2","2016-01-14",1,"Zona_3-Area_5-Sottoarea_30",14,5,14,1,2016
"41041","Zona_14","Area_35","Sottoarea_72","Prodotto_2","2014-05-31",0,"Zona_14-Area_35-Sottoarea_72",31,7,151,5,2014
"186175","Zona_27","Area_74","Sottoarea_145","Prodotto_2","2016-05-14",2,"Zona_27-Area_74-Sottoarea_145",14,7,135,5,2016
"108946","Zona_2","Area_3","Sottoarea_15","Prodotto_2","2014-07-15",1,"Zona_2-Area_3-Sottoarea_15",15,3,196,7,2014
"6729","Zona_1","Area_2","Sottoarea_8","Prodotto_2","2015-10-01",6,"Zona_1-Area_2-Sottoarea_8",1,5,274,10,2015
"26487","Zona_12","Area_31","Sottoarea_44","Prodotto_1","2015-01-22",5,"Zona_12-Area_31-Sottoarea_44",22,5,22,1,2015
"123874","Zona_20","Area_55","Sottoarea_69","Prodotto_1","2014-11-30",3,"Zona_20-Area_55-Sottoarea_69",30,1,334,11,2014
"50776","Zona_14","Area_38","Sottoarea_78","Prodotto_1","2014-11-12",1,"Zona_14-Area_38-Sottoarea_78",12,4,316,11,2014
"106656","Zona_19","Area_53","Sottoarea_120","Prodotto_1","2015-05-31",2,"Zona_19-Area_53-Sottoarea_120",31,1,151,5,2015
"153384","Zona_23","Area_62","Sottoarea_124","Prodotto_1","2014-09-21",0,"Zona_23-Area_62-Sottoarea_124",21,1,264,9,2014
"140679","Zona_22","Area_68","Sottoarea_11","Prodotto_2","2015-09-01",1,"Zona_22-Area_68-Sottoarea_11",1,3,244,9,2015
"44121","Zona_14","Area_36","Sottoarea_74","Prodotto_1","2015-09-13",0,"Zona_14-Area_36-Sottoarea_74",13,1,256,9,2015
"3863","Zona_1","Area_2","Sottoarea_7","Prodotto_1","2015-01-18",0,"Zona_1-Area_2-Sottoarea_7",18,1,18,1,2015
"184723","Zona_27","Area_74","Sottoarea_145","Prodotto_1","2014-10-10",6,"Zona_27-Area_74-Sottoarea_145",10,6,283,10,2014
"51794","Zona_14","Area_38","Sottoarea_78","Prodotto_2","2015-04-09",0,"Zona_14-Area_38-Sottoarea_78",9,5,99,4,2015
"12802","Zona_10","Area_25","Sottoarea_29","Prodotto_1","2015-09-14",12,"Zona_10-Area_25-Sottoarea_29",14,2,257,9,2015
"183929","Zona_27","Area_73","Sottoarea_143","Prodotto_2","2014-12-25",0,"Zona_27-Area_73-Sottoarea_143",25,5,359,12,2014
"234279","Zona_8","Area_19","Sottoarea_54","Prodotto_2","2014-09-06",0,"Zona_8-Area_19-Sottoarea_54",6,7,249,9,2014
"146698","Zona_22","Area_70","Sottoarea_134","Prodotto_1","2015-06-22",3,"Zona_22-Area_70-Sottoarea_134",22,2,173,6,2015
"6205","Zona_1","Area_2","Sottoarea_8","Prodotto_2","2014-04-25",0,"Zona_1-Area_2-Sottoarea_8",25,6,115,4,2014
"18106","Zona_11","Area_29","Sottoarea_45","Prodotto_1","2015-12-07",6,"Zona_11-Area_29-Sottoarea_45",7,2,341,12,2015
"165769","Zona_24","Area_67","Sottoarea_131","Prodotto_1","2015-04-14",9,"Zona_24-Area_67-Sottoarea_131",14,3,104,4,2015
"129967","Zona_21","Area_57","Sottoarea_1","Prodotto_2","2014-12-03",3,"Zona_21-Area_57-Sottoarea_1",3,4,337,12,2014
"48396","Zona_14","Area_37","Sottoarea_76","Prodotto_2","2015-06-30",3,"Zona_14-Area_37-Sottoarea_76",30,3,181,6,2015
"160523","Zona_23","Area_64","Sottoarea_128","Prodotto_1","2015-03-19",1,"Zona_23-Area_64-Sottoarea_128",19,5,78,3,2015
"243930","Zona_8","Area_22","Sottoarea_60","Prodotto_1","2014-11-26",11,"Zona_8-Area_22-Sottoarea_60",26,4,330,11,2014
"209619","Zona_5","Area_11","Sottoarea_105","Prodotto_1","2016-03-29",11,"Zona_5-Area_11-Sottoarea_105",29,3,89,3,2016
